worker_id,paid,task_name,batch_name,unit_id,try_last,try_current,action,time_submit,time_submit_parsed,document_id,document_index,reliability_value,reliability_label,reliability_index,reliability_description,neutrality_value,neutrality_label,neutrality_index,neutrality_description,comprehensibility_value,comprehensibility_label,comprehensibility_index,comprehensibility_description,precision_value,precision_label,precision_index,precision_description,completeness_value,completeness_label,completeness_index,completeness_description,informativeness_value,informativeness_label,informativeness_index,informativeness_description,confidence_value,confidence_justification,time_start,time_end,time_elapsed,time_start_parsed,time_end_parsed,accesses,global_outcome,global_form_validity,gold_checks,time_spent_check
A3ATQJBTE9UGYO,True,ProgettoSocial,socialcomputing,unit_6,1,1,Finish,"Mon, 15 Jan 2024 14:56:10 GMT",2024-01-15 14:56:10 00:00,Pair_A13PCJYZZSHTF1-B00RMX6EB2,4,0,neutral,2.0,,-2,completely-disagree,0.0,...,2,completely-agree,4.0,,-1,partially-disagree,1.0,...,0,neutral,2.0,,-1,partially-disagree,1.0,...,30.0,"No useful information is provided in the review, so I cannot give confident answers",1705330497.33,1705330570.13,72.81,2024-01-15 14:54:57,2024-01-15 14:56:10,1,True,True,True,True
A3E48QYD5WGHXT,True,ProgettoSocial,socialcomputing,unit_9,1,1,Next,"Mon, 15 Jan 2024 16:10:02 GMT",2024-01-15 16:10:02 00:00,Pair_ARQT4BAVJQOF5-B000FPAN2K,0,1,partially-agree,3.0,,-1,partially-disagree,1.0,...,2,completely-agree,4.0,,0,neutral,2.0,,1,partially-agree,3.0,,-1,partially-disagree,1.0,...,60.0,"The buyer doesn't say much about the product, except for the fact that it works as expected",1705334890.52,1705335002.6,112.08,2024-01-15 16:08:10,2024-01-15 16:10:02,1,True,True,True,True
A3E48QYD5WGHXT,True,ProgettoSocial,socialcomputing,unit_9,1,1,Back,"Mon, 15 Jan 2024 16:10:30 GMT",2024-01-15 16:10:30 00:00,Pair_AP4CTAPYQ0G38-B00IQCHQPQ,1,1,partially-agree,3.0,,-1,partially-disagree,1.0,...,1,partially-agree,3.0,,-1,partially-disagree,1.0,...,0,neutral,2.0,,0,neutral,2.0,,75.0,"The buyer doesn't say much about the product, except for the fact that it works as expected",1705335002.6,1705335030.12,27.51,2024-01-15 16:10:02,2024-01-15 16:10:30,1,True,True,True,True
A3E48QYD5WGHXT,True,ProgettoSocial,socialcomputing,unit_9,1,1,Next,"Mon, 15 Jan 2024 16:10:34 GMT",2024-01-15 16:10:34 00:00,Pair_ARQT4BAVJQOF5-B000FPAN2K,0,1,partially-agree,3.0,,-1,partially-disagree,1.0,...,2,completely-agree,4.0,,0,neutral,2.0,,1,partially-agree,3.0,,-1,partially-disagree,1.0,...,68.0,"The buyer doesn't say much about the product, except for the fact that it works as expected",1705334890.52,1705335002.6,116.51,2024-01-15 16:08:10,2024-01-15 16:10:02,2,True,True,True,True
A3E48QYD5WGHXT,True,ProgettoSocial,socialcomputing,unit_9,1,1,Next,"Mon, 15 Jan 2024 16:10:37 GMT",2024-01-15 16:10:37 00:00,Pair_AP4CTAPYQ0G38-B00IQCHQPQ,1,1,partially-agree,3.0,,-1,partially-disagree,1.0,...,1,partially-agree,3.0,,-1,partially-disagree,1.0,...,0,neutral,2.0,,0,neutral,2.0,,75.0,"The buyer doesn't say much about the product, except for the fact that it works as expected",1705335002.6,1705335030.12,30.18,2024-01-15 16:10:02,2024-01-15 16:10:30,2,True,True,True,True
A3E48QYD5WGHXT,True,ProgettoSocial,socialcomputing,unit_9,1,1,Next,"Mon, 15 Jan 2024 16:13:31 GMT",2024-01-15 16:13:31 00:00,Pair_A16IOM7V3PNJ43-B0033SHDSS,2,1,partially-agree,3.0,,-1,partially-disagree,1.0,...,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,80.0,"I think it is reliable because it compares other products, but it is not very neutral",1705335037.21,1705335211.99,174.78,2024-01-15 16:10:37,2024-01-15 16:13:31,1,True,True,True,True
A3E48QYD5WGHXT,True,ProgettoSocial,socialcomputing,unit_9,1,1,Next,"Mon, 15 Jan 2024 16:14:45 GMT",2024-01-15 16:14:45 00:00,Pair_A21VR3CU76PEA7-B003BZQRV2,3,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,0,neutral,2.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,75.0,I think it is reliable because the reviewer explains how he used it,1705335211.99,1705335285.44,73.45,2024-01-15 16:13:31,2024-01-15 16:14:45,1,True,True,True,True
A3E48QYD5WGHXT,True,ProgettoSocial,socialcomputing,unit_9,1,1,Back,"Mon, 15 Jan 2024 16:15:25 GMT",2024-01-15 16:15:25 00:00,Pair_A24FAUV92Z4NQ2-B0076O41IK,4,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,2,completely-agree,4.0,,69.0,,1705335285.44,1705335325.52,40.09,2024-01-15 16:14:45,2024-01-15 16:15:25,1,True,True,True,True
A3E48QYD5WGHXT,True,ProgettoSocial,socialcomputing,unit_9,1,1,Next,"Mon, 15 Jan 2024 16:15:29 GMT",2024-01-15 16:15:29 00:00,Pair_A21VR3CU76PEA7-B003BZQRV2,3,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,0,neutral,2.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,75.0,I think it is reliable because the reviewer explains how he used it,1705335211.99,1705335285.44,77.61,2024-01-15 16:13:31,2024-01-15 16:14:45,2,True,True,True,True
A3E48QYD5WGHXT,True,ProgettoSocial,socialcomputing,unit_9,1,1,Finish,"Mon, 15 Jan 2024 16:15:32 GMT",2024-01-15 16:15:32 00:00,Pair_A24FAUV92Z4NQ2-B0076O41IK,4,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,2,completely-agree,4.0,,69.0,I think it is reliable because the reviewer explains how he used it,1705335285.44,1705335325.52,42.62,2024-01-15 16:14:45,2024-01-15 16:15:25,2,True,True,True,True
A3PL49AYJQ0PWD,True,ProgettoSocial,socialcomputing,unit_2,1,1,Next,"Mon, 15 Jan 2024 18:23:27 GMT",2024-01-15 18:23:27 00:00,Pair_A13PCJYZZSHTF1-B00RMX6EB2,0,0,neutral,2.0,,-2,completely-disagree,0.0,...,2,completely-agree,4.0,,-2,completely-disagree,0.0,...,-2,completely-disagree,0.0,...,-1,partially-disagree,1.0,...,100.0,"It doesn't say anything specific, it's just a personal opinion of the product",1705342842.57,1705343007.07,164.5,2024-01-15 18:20:42,2024-01-15 18:23:27,1,True,True,True,True
A3PL49AYJQ0PWD,True,ProgettoSocial,socialcomputing,unit_2,1,1,Next,"Mon, 15 Jan 2024 18:24:39 GMT",2024-01-15 18:24:39 00:00,Pair_A1IXR1SDY2JEBT-B018J40IKU,1,1,partially-agree,3.0,,2,completely-agree,4.0,,2,completely-agree,4.0,,1,partially-agree,3.0,,0,neutral,2.0,,1,partially-agree,3.0,,100.0,It gives me some usefull informations about where is resonable to use the product,1705343007.07,1705343079.7,72.63,2024-01-15 18:23:27,2024-01-15 18:24:39,1,True,True,True,True
A3PL49AYJQ0PWD,True,ProgettoSocial,socialcomputing,unit_2,1,1,Next,"Mon, 15 Jan 2024 18:27:03 GMT",2024-01-15 18:27:03 00:00,Pair_A87LMJTA3I6UU-B00336EUU4,2,2,completely-agree,4.0,,1,partially-agree,3.0,,2,completely-agree,4.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,2,completely-agree,4.0,,100.0,"It gives its own opinion, based on a medical condition, of the effectiveness of the product.",1705343079.7,1705343223.86,144.16,2024-01-15 18:24:39,2024-01-15 18:27:03,1,True,True,True,True
A3PL49AYJQ0PWD,True,ProgettoSocial,socialcomputing,unit_2,1,1,Next,"Mon, 15 Jan 2024 18:28:36 GMT",2024-01-15 18:28:36 00:00,Pair_A2ZHSXTQO831OS-B000Q9A4AQ,3,2,completely-agree,4.0,,-1,partially-disagree,1.0,...,2,completely-agree,4.0,,0,neutral,2.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,100.0,"It does not agree with the price, but still states that the product works",1705343223.86,1705343316.82,92.95,2024-01-15 18:27:03,2024-01-15 18:28:36,1,True,True,True,True
A3PL49AYJQ0PWD,True,ProgettoSocial,socialcomputing,unit_2,1,1,Finish,"Mon, 15 Jan 2024 18:30:38 GMT",2024-01-15 18:30:38 00:00,Pair_AJQYAX6Y56ZFW-B019XWENGM,4,2,completely-agree,4.0,,2,completely-agree,4.0,,2,completely-agree,4.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,2,completely-agree,4.0,,100.0,it exposes how the customes uses the product and it also sais that whit a certain type of dust it's not a problem,1705343316.82,1705343437.39,120.57,2024-01-15 18:28:36,2024-01-15 18:30:37,1,True,True,True,True
A90OEY9RMHSSW,True,ProgettoSocial,socialcomputing,unit_1,1,1,Next,"Mon, 15 Jan 2024 19:42:57 GMT",2024-01-15 19:42:57 00:00,Pair_A1IXR1SDY2JEBT-B018J40IKU,0,1,partially-agree,3.0,,0,neutral,2.0,,1,partially-agree,3.0,,0,neutral,2.0,,0,neutral,2.0,,1,partially-agree,3.0,,61.0,"la recensione è abbastanza soggettiva, ma non descrive il prodotto, né fornisce altri dettagli, se non scopo e utilità",1705347665.12,1705347777.94,112.82,2024-01-15 19:41:05,2024-01-15 19:42:57,1,True,True,True,True
A90OEY9RMHSSW,True,ProgettoSocial,socialcomputing,unit_1,1,1,Next,"Mon, 15 Jan 2024 19:46:47 GMT",2024-01-15 19:46:47 00:00,Pair_A87LMJTA3I6UU-B00336EUU4,1,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,2,completely-agree,4.0,,1,partially-agree,3.0,,2,completely-agree,4.0,,45.0,"la recensione è descrittiva e sufficientemente correlata al prodotto, tuttavia non è completamente esaustiva",1705347777.94,1705348007.33,229.39,2024-01-15 19:42:57,2024-01-15 19:46:47,1,True,True,True,True
A90OEY9RMHSSW,True,ProgettoSocial,socialcomputing,unit_1,1,1,Next,"Mon, 15 Jan 2024 19:49:36 GMT",2024-01-15 19:49:36 00:00,Pair_A2ZHSXTQO831OS-B000Q9A4AQ,2,1,partially-agree,3.0,,1,partially-agree,3.0,,2,completely-agree,4.0,,1,partially-agree,3.0,,0,neutral,2.0,,1,partially-agree,3.0,,42.0,"la recensione è abbastanza collegata all'esperienza personale del cliente e non molto sul prodotto, tuttavia inserisce alcuni dettagli su di esso",1705348007.33,1705348176.03,168.7,2024-01-15 19:46:47,2024-01-15 19:49:36,1,True,True,True,True
A90OEY9RMHSSW,True,ProgettoSocial,socialcomputing,unit_1,1,1,Next,"Mon, 15 Jan 2024 19:50:56 GMT",2024-01-15 19:50:56 00:00,Pair_AJQYAX6Y56ZFW-B019XWENGM,3,2,completely-agree,4.0,,1,partially-agree,3.0,,2,completely-agree,4.0,,2,completely-agree,4.0,,1,partially-agree,3.0,,2,completely-agree,4.0,,80.0,"la recensione è molto buona, fornisce dettagli sul prodotto e con esperienza personale del cliente (è il suo secondo acquisto)",1705348176.03,1705348256.78,80.75,2024-01-15 19:49:36,2024-01-15 19:50:56,1,True,True,True,True
A90OEY9RMHSSW,True,ProgettoSocial,socialcomputing,unit_1,1,1,Finish,"Mon, 15 Jan 2024 19:53:40 GMT",2024-01-15 19:53:40 00:00,Pair_AR6PRH6B8N7LP-B006UKI83U,4,1,partially-agree,3.0,,2,completely-agree,4.0,,1,partially-agree,3.0,,2,completely-agree,4.0,,1,partially-agree,3.0,,2,completely-agree,4.0,,51.0,"la recensione è molto descrittiva e relativa all'uso del prodotto, vengono forniti anche dettagli su di esso e come è stata l'esperienza del cliente",1705348256.78,1705348419.48,162.7,2024-01-15 19:50:56,2024-01-15 19:53:39,1,True,True,True,True
AA9MSN44RNHQB,True,ProgettoSocial,socialcomputing,unit_10,1,1,Next,"Mon, 15 Jan 2024 16:15:41 GMT",2024-01-15 16:15:41 00:00,Pair_A1BCTPXWBGVOM3-B01FYFJ1CS,0,2,completely-agree,4.0,,2,completely-agree,4.0,,1,partially-agree,3.0,,2,completely-agree,4.0,,2,completely-agree,4.0,,2,completely-agree,4.0,,90.0,"Ottima recensione, dettagliata e oggettiva. Molto utile per possibili nuovi acquirenti",1705335193.6,1705335341.17,147.57,2024-01-15 16:13:13,2024-01-15 16:15:41,1,True,True,True,True
AA9MSN44RNHQB,True,ProgettoSocial,socialcomputing,unit_10,1,1,Next,"Mon, 15 Jan 2024 16:18:23 GMT",2024-01-15 16:18:23 00:00,Pair_ARQT4BAVJQOF5-B000FPAN2K,1,0,neutral,2.0,,-1,partially-disagree,1.0,...,2,completely-agree,4.0,,2,completely-agree,4.0,,0,neutral,2.0,,0,neutral,2.0,,85.0,"La recensione non si focalizza del tutto sulla bontà del prodotto, le valutazioni sull'assistenza non dovrebbero influire sulla recensione del prodotto.",1705335341.17,1705335503.42,162.25,2024-01-15 16:15:41,2024-01-15 16:18:23,1,True,True,True,True
AA9MSN44RNHQB,True,ProgettoSocial,socialcomputing,unit_10,1,1,Next,"Mon, 15 Jan 2024 16:19:45 GMT",2024-01-15 16:19:45 00:00,Pair_AP4CTAPYQ0G38-B00IQCHQPQ,2,1,partially-agree,3.0,,0,neutral,2.0,,2,completely-agree,4.0,,0,neutral,2.0,,-2,completely-disagree,0.0,...,-1,partially-disagree,1.0,...,95.0,Recensione troppo breve e poco precisa. Viene menzionato solo un aspetto del prodotto.,1705335503.42,1705335585.77,82.35,2024-01-15 16:18:23,2024-01-15 16:19:45,1,True,True,True,True
AA9MSN44RNHQB,True,ProgettoSocial,socialcomputing,unit_10,1,1,Next,"Mon, 15 Jan 2024 16:21:54 GMT",2024-01-15 16:21:54 00:00,Pair_A16IOM7V3PNJ43-B0033SHDSS,3,0,neutral,2.0,,-1,partially-disagree,1.0,...,1,partially-agree,3.0,,0,neutral,2.0,,0,neutral,2.0,,-1,partially-disagree,1.0,...,75.0,La recensione non risulta particolarmente utile per un possibile acquirente: pochi dettagli forniti,1705335585.77,1705335714.07,128.3,2024-01-15 16:19:45,2024-01-15 16:21:54,1,True,True,True,True
AA9MSN44RNHQB,True,ProgettoSocial,socialcomputing,unit_10,1,1,Finish,"Mon, 15 Jan 2024 16:23:53 GMT",2024-01-15 16:23:53 00:00,Pair_A21VR3CU76PEA7-B003BZQRV2,4,1,partially-agree,3.0,,1,partially-agree,3.0,,2,completely-agree,4.0,,1,partially-agree,3.0,,-1,partially-disagree,1.0,...,-1,partially-disagree,1.0,...,70.0,La recensione è breve e coincisa ma non vengono forniti dettagli specifici e/o possibili aspetti negativi del prodotto.,1705335714.07,1705335833.43,119.36,2024-01-15 16:21:54,2024-01-15 16:23:53,1,True,True,True,True
ACWRCR0KHTY69,True,ProgettoSocial,socialcomputing,unit_11,1,1,Next,"Mon, 15 Jan 2024 16:50:38 GMT",2024-01-15 16:50:38 00:00,Pair_AVJC3PLM2VHRI-B01D9JG0VQ,0,2,completely-agree,4.0,,2,completely-agree,4.0,,2,completely-agree,4.0,,2,completely-agree,4.0,,2,completely-agree,4.0,,1,partially-agree,3.0,,90.0,I think the review is well made because of the presence of objective observations like the one that specifies the distance you're required to point the gun in order to make it work,1705337022.73,1705337438.37,415.64,2024-01-15 16:43:42,2024-01-15 16:50:38,1,True,True,True,True
ACWRCR0KHTY69,True,ProgettoSocial,socialcomputing,unit_11,1,1,Next,"Mon, 15 Jan 2024 16:59:33 GMT",2024-01-15 16:59:33 00:00,Pair_A1BCTPXWBGVOM3-B01FYFJ1CS,1,1,partially-agree,3.0,,0,neutral,2.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,-1,partially-disagree,1.0,...,2,completely-agree,4.0,,72.0,overall the review is quite good but the fact that the user did not specifie which tools he/she tried is a bit annoying. apriciated the fact that he/she takls about a sheet that guides you through the usage of the various items because this info was not included in the product title.,1705337438.37,1705337973.93,535.56,2024-01-15 16:50:38,2024-01-15 16:59:33,1,True,True,True,True
ACWRCR0KHTY69,True,ProgettoSocial,socialcomputing,unit_11,1,1,Next,"Mon, 15 Jan 2024 17:03:56 GMT",2024-01-15 17:03:56 00:00,Pair_ARQT4BAVJQOF5-B000FPAN2K,2,0,neutral,2.0,,-1,partially-disagree,1.0,...,1,partially-agree,3.0,,1,partially-agree,3.0,,0,neutral,2.0,,1,partially-agree,3.0,,74.0,the review is more about the customer service of amazon and the condition of the package. i would prefer to know more about the product itself,1705337973.93,1705338236.1,262.17,2024-01-15 16:59:33,2024-01-15 17:03:56,1,True,True,True,True
ACWRCR0KHTY69,True,ProgettoSocial,socialcomputing,unit_11,1,1,Next,"Mon, 15 Jan 2024 17:06:56 GMT",2024-01-15 17:06:56 00:00,Pair_AP4CTAPYQ0G38-B00IQCHQPQ,3,-1,partially-disagree,1.0,...,-2,completely-disagree,0.0,...,1,partially-agree,3.0,,-2,completely-disagree,0.0,...,-2,completely-disagree,0.0,...,-2,completely-disagree,0.0,...,87.0,"the review does not let me understand what's going on. don't even understand what the product is. maybe some type of soap because of the word clean used in the review, too vague",1705338236.1,1705338416.58,180.48,2024-01-15 17:03:56,2024-01-15 17:06:56,1,True,True,True,True
ACWRCR0KHTY69,True,ProgettoSocial,socialcomputing,unit_11,1,1,Finish,"Mon, 15 Jan 2024 17:12:59 GMT",2024-01-15 17:12:59 00:00,Pair_A16IOM7V3PNJ43-B0033SHDSS,4,0,neutral,2.0,,-1,partially-disagree,1.0,...,1,partially-agree,3.0,,0,neutral,2.0,,-1,partially-disagree,1.0,...,1,partially-agree,3.0,,86.0,"the review lets you know that the product is badly rated but it does not tells you why the product breaks down, there is a need for further information in order to better understand which the product's fragile spots are",1705338416.58,1705338778.88,362.29,2024-01-15 17:06:56,2024-01-15 17:12:58,1,True,True,True,True
ALZDBSHNJHLYX,True,ProgettoSocial,socialcomputing,unit_3,1,1,Next,"Mon, 15 Jan 2024 20:19:39 GMT",2024-01-15 20:19:39 00:00,Pair_A32FTLA25H2AM-B018FNDPVY,0,1,partially-agree,3.0,,-1,partially-disagree,1.0,...,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,86.0,"Questa recensione è fatta da una persone competente, con un leggero bias sulle stampanti economiche",1705349624.39,1705349979.52,355.13,2024-01-15 20:13:44,2024-01-15 20:19:39,1,True,True,True,True
ALZDBSHNJHLYX,True,ProgettoSocial,socialcomputing,unit_3,1,1,Next,"Mon, 15 Jan 2024 20:30:14 GMT",2024-01-15 20:30:14 00:00,Pair_A13PCJYZZSHTF1-B00RMX6EB2,1,-2,completely-disagree,0.0,...,-2,completely-disagree,0.0,...,2,completely-agree,4.0,,-2,completely-disagree,0.0,...,-2,completely-disagree,0.0,...,-2,completely-disagree,0.0,...,89.0,"Questa recensione non ha nessun senso, sembra scritta da un bot",1705349979.52,1705350614.1,634.58,2024-01-15 20:19:39,2024-01-15 20:30:14,1,True,True,True,True
ALZDBSHNJHLYX,True,ProgettoSocial,socialcomputing,unit_3,1,1,Next,"Mon, 15 Jan 2024 20:34:27 GMT",2024-01-15 20:34:27 00:00,Pair_A1IXR1SDY2JEBT-B018J40IKU,2,-1,partially-disagree,1.0,...,0,neutral,2.0,,1,partially-agree,3.0,,-1,partially-disagree,1.0,...,-2,completely-disagree,0.0,...,-2,completely-disagree,0.0,...,90.0,Questa recensione è priva di informazioni riguardanti il prodotto e per ciò risulta inutile,1705350614.1,1705350867.72,253.62,2024-01-15 20:30:14,2024-01-15 20:34:27,1,True,True,True,True
ALZDBSHNJHLYX,True,ProgettoSocial,socialcomputing,unit_3,1,1,Next,"Mon, 15 Jan 2024 20:39:47 GMT",2024-01-15 20:39:47 00:00,Pair_A87LMJTA3I6UU-B00336EUU4,3,0,neutral,2.0,,0,neutral,2.0,,1,partially-agree,3.0,,0,neutral,2.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,65.0,"Questa recensione è abbastanza completa, però ha delle mancanze che mi fanno dubitare del mio giudizio.",1705350867.72,1705351187.58,319.87,2024-01-15 20:34:27,2024-01-15 20:39:47,1,True,True,True,True
ALZDBSHNJHLYX,True,ProgettoSocial,socialcomputing,unit_3,1,1,Finish,"Mon, 15 Jan 2024 20:46:01 GMT",2024-01-15 20:46:01 00:00,Pair_A2ZHSXTQO831OS-B000Q9A4AQ,4,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,1,partially-agree,3.0,,87.0,"Questa recensione è corto, ma sembra giusta per quello che vuole presentare.",1705351187.58,1705351561.29,373.71,2024-01-15 20:39:47,2024-01-15 20:46:01,1,True,True,True,True
